dialog,act,emotion
"['Ah ! No ! Damn it ! ' "" It's a blackout . Now I can't see Seinfeld . ""
 "" So what ? I just lost one hour's worth of work . ""
 "" Really ? How could you do that ? Don't you save every couple minutes ? ""
 "" No , I didn't save this time.Damn it ! And I'm sick of writing this paper . Now I have to write it all over again too . ""
 "" I've had that problem too many times . So I learned to save.When I'm writing something , I save every three sentences or so . I don't want to lose anything . ""
 "" I hate computers . Sometimes I think they cause more trouble than they're worth . ""
 ' What are we going to do now ? '
 "" I don't know . I feel like going out . ""
 ' I wonder how much of the city is down . '
 "" It doesn't matter . I still can go out and buy a beer . ""
 "" Maybe . But if there's a blackout , probably the pubs are closed.And besides , I know you have a political science exam tomorrow . I thought you had a lot of reading to do . ""
 "" Yes , that's true . Damn ! I just lost half my paper , and now I can't even do my homework.This is a bad time for this to happen . ""
 ' I have a flashlight in my closet . If you want to use that to read , you can . ']",[1 1 1 2 1 1 1 2 1 2 1 1 1 1],[1 0 1 6 0 0 2 0 0 0 0 0 1 0]
"['What day is today ? Tuesday ? '
 "" Yeah . I bet you did forget everything . What's the date today , do you know ? ""
 "" I bet it's May 5th . ""]",[2 2 1],[0 0 0]
"['Has Mien sold his house yet ? '
 ' Yes , he has . He sold it last week . '
 ' Has he moved to his new house yet ? '
 "" No , not yet . He's still here . He's going to move tomorrow . ""
 ' When ? Tomorrow morning ? '
 "" No . Tomorrow afternoon . I'll miss him . He has always been a good neighbour . ""
 "" He's a very nice person . We will all miss him . ""
 ' When will the new people move into this house ? '
 ' I think that they will move in the day after tomorrow . '
 ' Will you see Mien today , Janey ? ' ' Yes , I will . '
 "" Please give him my regards . Poor Mien ! He didn't want to leave this house . ""
 "" No , he didn't want to leave , but his wife did ! ""]",[2 1 2 1 2 1 1 2 1 3 4 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0]
"['May I help you ? ' ' I want to file a complaint . '
 "" What's the problem ? "" ' A man robbed me today . ' ' When ? '
 ' I was robbed this morning . ' ' What did he take ? '
 ' He took my phone and my wallet . ' ' Did you see his face ? '
 ' I saw him perfectly . ' ' Could you pick him out of a line-up ? '
 ' I could do that . ']",[2 3 2 1 2 1 2 1 2 1 3 4],[0 1 0 1 0 0 0 0 0 0 0 0]
"['Hello . I have a room booked for tonight , the 15th . '
 ' Alright and what is your name , please ? ' ' It ’ s Marcia Gleason . '
 ' Ah , yes , here you are Ms . Gleason . You reserved a single , right ? '
 ' Yes , a single , thanks . '
 ' Do you mind being next to the elevator ? '
 ' Actually , I ’ d prefer not to be . ']",[1 2 1 2 1 2 1],[0 0 0 0 0 0 0]
"['I ’ Ve decided to grow my own garden ! '
 ' What ? You don ’ t know the first thing about gardening ! '
 ' On the contrary , I have been reading a lot of books about the subject . '
 ' Oh yeah ? Tell me then , smarty pants , how will you go about setting up your garden ? '
 ' Well , first I need to buy some things , such as fertilizer , seeds and tools . '
 ' What type of tools ? '
 ' You know , the basics . A rake , shovel , spade and a hoe . '
 ' Right . Well it seems like you have all your bases covered . What ’ s next ? '
 ' I ’ ll till the soil and then sow the seeds . I ’ ll then add some fertilizer and voila ! Gardening all done ! '
 ' Well , good luck with your garden , especially considering we are in the dry season and it won ’ t rain for the next three months ! ']",[1 1 1 2 1 2 1 2 1 1],[4 6 0 0 0 0 0 0 4 0]
"[""I'm going to try sky diving this weekend . ""
 "" I wouldn't do it if I were you . "" "" It's sounds like fun . ""
 "" It's very dangerous , you know . ""
 ' I want to try something exciting . '
 "" It's an easy way to get hurt , let me tell you . ""
 "" I'll tell you all about it next Monday . ""
 "" Well , take care of yourself , and don't say I didn't warn you . ""]",[1 3 4 3 4 3 4 1],[4 0 4 0 4 0 4 0]
"['May I help you ? ' ' Yes , I ’ m here for an interview as requested . '
 ' You are Miss Liu ? ' ' That ’ s right . ' ' Please take a seat . '
 ' Thank you , madam . '
 ' We have received your letter and resume , and we thought we would like to ask you to come here for an interview . '
 ' It is a great pleasure for me to have this opportunity for interview . '
 ' Have you brought your credentials ? '
 ' Yes , here they are . This is my ID card . This is my diploma . And this is my certificate for nurse qualifications . ']",[2 1 2 1 3 4 3 4 3 3],[0 0 0 0 0 0 0 4 0 0]
"['Hurry up , guys ! The train is about to leave . ' "" We're coming . ""]",[3 4],[0 0]
"[""But this place doesn't feel like a forty-ping apartment . ""
 "" Well , it's forty pings including the balcony . See . It's huge . ""
 ' Oh ! The view is great ! Mountains , fresh air ! Stars ? '
 ' This balcony is perfect for barbecuing . ' ' And we could get a dog ! '
 "" I'm sorry . No pets are allowed in this apartment building , except fish . ""
 ' Well , fish it will be then . ']",[1 1 1 1 3 4 1],[0 0 4 4 4 0 0]
"['Who wants to go first ? Allen ? '
 "" Uh ... I mostly just like to listen . You're the groom . Why don't you go first ? ""
 ' OK . Put on something by the Backstreet Boys ! '
 "" How about As long as You Love Me ! You can pretend you're singing it to your fiancee Brooke ! ""
 "" I'd better not . Brooke hates the Backstreet Boys ! ""]",[3 3 4 3 4],[0 0 0 0 0]
"['What would you reckon the taxing increases ? '
 ' Well , the state will benefit a lot , I suppose . '
 ' But what do most people think about it ? '
 ' Ah , it ’ s hard to say . ']",[2 1 2 1],[0 0 0 0]
"['It has a receiver , a CD player , a double cassette deck , and a turntable . '
 ' Okay , let me take a look . '
 "" The CD player is a three-disk player . Here , we'll put a disk in so you can check out the sound . ( He puts a CD into the CD player . ) ""
 ' Sounds pretty good . I see the equalizer has a good selection of settings . '
 ' You can also play Ccds on it if you hook it up to your TV . '
 "" Hmm . This system seems to have everything I'm looking for . It's a bit pricey , though . I'll have to think about it . Thanks for your help . ""
 ' No problem . Hope to see you again soon . ']",[1 1 1 1 1 1 1],[0 0 0 4 0 4 4]
"['Hi , I ’ d like a single room . ' ' Do you have a reservation ? '
 ' No , I ’ m afraid not . '
 ' Let me check if we have any vacancies ... You ’ re in luck.We have one single room available . '
 ' How much is it ? '
 ' $ 60 a night.No charge for local calls on the phone or for the TV , unless you decide to watch the pay-per-view channels . '
 ' Okay , I ’ ll take it . '
 ' Here ’ s your key.Check out time is 12 noon.If you want to stay until 6 p . m . , it ’ s another half day.After that you have to pay for another night . '
 ' Okay.When is your restaurant open ? '
 ' It ’ s open from 6:30 a.m.to 10 p.m.every day . '
 ' Okay , thank you.Which way to the room ? '
 ' It ’ s that way , on the second floor . ' ' Thanks . ']",[3 2 1 4 2 1 1 1 2 1 2 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0]
"[""I'm going to need a taxi . ""
 "" You don't have to restrict yourself to a taxi . We can offer you a private vehicle . ""
 ' A private vehicle , huh ? No , a taxi is okay . '
 ' Some people find a limo to be much more comfortable than a taxi . '
 "" No , I wouldn't be caught dead in a limo . ""
 ' No upgrade of any kind . And where might you be going ? '
 "" I'm headed to Rockefeller Center . ""
 ' When shall I tell the taxi to be here ? ' ' Right now . '
 ' The taxi will be here immediately , sir . '
 "" Good , I'm leaving my room in about one minute . ""
 "" You won't have to wait a second , sir . ""]",[3 3 4 3 4 2 1 2 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0]
"['Good morning miss . Wang ' ' Good morning Mr . Li '
 ' It ’ s a beautiful morning isn ’ t it ? '
 ' Oh . It ’ s a nice day indeed '
 ' I hope it won ’ t be too hot , I can ’ t stand the heat '
 ' Really . For me too . ']",[1 1 2 1 1 1],[0 0 0 0 0 0]
"[""We'd like to invite you over for dinner this Friday evening . Can you come ? ""
 ' This Friday evening ? ' "" Yes . We hope you'll be able to join us . ""
 "" Thank you for the invitation . I'll be very happy to go . "" ' Good ! '
 ' What time should I arrive ? ' ' How about 6:00 ? '
 ' Fine . See you then . ']",[3 2 1 4 1 2 3 4],[4 4 4 4 4 4 4 4]
"['David , why didn ’ t you clean the room ? ' ' I ’ m not in the mood . '
 ' Why are you feeling depressed ? '
 ' I was told my girlfriend was speaking ill of me . That ’ s a real let-down . '
 ' I don ’ t think she will do such a thing . '
 ' But she did and made me disappointed . '
 ' Oh , cheer up . A girlfriend is not everything . '
 ' But she means a lot to me . ' ' Then forgive her mistake . '
 ' Oh . I just can ’ t forget it . ']",[2 1 2 1 1 1 3 4 3 4],[0 5 0 5 0 5 0 5 0 5]
"['When in Rome , do as the Romans do , they say . ' ' What do you mean ? '
 ' Roman is living in Rome , of course . And go to work by car , or bus , or on foot . '
 ' I think the Romans do what everyone else does . ' ' Certainly . '
 ' And Roman really loves life . He knows how to enjoy himself . '
 ' Not always . But they like good meal . ' ' Really ? '
 ' How can I go there to have a taste ? ' ' By air of course . ']",[1 2 1 1 1 1 1 2 2 1],[0 0 0 0 0 0 0 6 0 0]
"['I would much rather see her once or twice and not do anything about it — — what could I about it anyway ? '
 ' Don ’ t say things like this . Please be confident . I think you still have the chance to win her love , unless you don ’ t love her anymore . '
 ' Don ’ t you think she is a bit out of my way ? '
 ' In some way , she is more modern . '
 ' If I do try to do anything , I ’ d only be sent off with a flea in my ear . '
 ' If you really think so , in my opinion you should give up this feeling completely . ']",[2 3 2 1 4 3],[0 0 0 0 0 0]
"['Are the expressions of sight draft , time draft , usance draft and letter of credit adequate terms to express the different methods of payment ? '
 ' No . These terms need to be amplified . '
 ' What if the sale is made on the basis of sight draft ? '
 ' Then the shipping documents have to be attached . That way , both parties confirm the documents that will accompany the draft and constitute evidence of shipment in compliance with the contract terms . '
 ' Therefore , we must be very careful in building up clear expressions and complete understanding on both sides of trade . '
 "" Yes , that's very important . ""]",[2 1 2 1 1 1],[0 0 0 0 0 0]
"[""Hey , Mary , what's up ? ""
 ' Not much . Last night I met this great guy at the bar and we had such a wonderful time that we decided to meet again tonight . '
 "" Oh , that's exciting . What's this guy like ? Is he hot ? ""
 "" Well , I ddin't think so at first . But as we started talking , I found him extremely funny and witty . I couldn't stop laughing at his jokes ! We have so much in common . We like the same teams , music , and most amazingly , we both love Chinese food ! I have the feeling that we are going to be great friends . ""
 ' It seems you two are a good match . What qualities do you look for in a friend ? '
 "" There's nothing definite I think . I don't have a list or anything , but when I first meet somebody , I can usually tell whether or not that person is going to be a good friend . It seems I have a radar helping me spot new friends . ""
 "" Well , that's something I've never heard of . But if you ask me what I value most in a friend , I would have to say honesty . ""
 "" I agree . You can't expect a close relationship with a dishonest person . Those are the people that will turn their back on you when you are in need . ""
 "" Yeah , I know . A friend in need is a friend indeed . I don't need fair-weather friends either . ""]",[2 1 2 1 2 1 3 4 1],[0 4 4 4 4 0 0 0 4]
"['Hello , this is Lucy from ABC Company . ' ' Hello , Lucy . '
 ' I ’ m calling to see if you have made your decision . You are the right person we are seeking for . '
 ' Yes , I have decided to work with your company . '
 ' Good news for us . When can you start to work ? '
 ' It ’ s my honor to be one member of your company . I ’ d like to begin to work any time as you like . '
 ' Ok , please come to my office at 9 AM next Monday . I will introduce you to our boss . '
 ' No problem . Thank you for calling me . ' ' You ’ re welcome . ']",[1 1 3 4 2 1 3 4 1],[0 0 0 0 4 0 0 0 0]
"['Where do you work ? ' ' I work at a hospital . ' ' Are you a doctor ? '
 "" No , I'm a nurse . ""]",[2 1 2 1],[0 0 0 0]
"['Tell me something about yourself and your past experience . '
 "" I have eight years of experience working in the IT industry . For the past two years , I have been working as a project manager for a dotcom . I am also MI certified . I'm looking for a team environment where I can join the excitement of building a company . ""
 ' What experience have you had that qualifies you for this position ? '
 ' I have worked on a variety of projects and jobs in the high tech industry . I wanted to have the experience of working for a dotcom and have learned something about being in on the ground floor of a business . '
 ' What attracted you to this job ? '
 "" I've been searching for a while now to find a company that had a business model and corporate philosophy like yours . I am interested in working for a company that provides products and services to the K - 12 education market . My background is in this field , and my strength is in building relationships and solving problems . I am excited and interested in the idea of developing business relationships through e-commerce . ""
 ' What qualities do you think are important to this position ? '
 ' To have a combination of technical and business knowledge and to be very results-oriented . My past record shows that I have those qualities and more . Because of my business acumen and technical know-how , the teams I have managed accomplished outstanding results , including booking more than $ 50 million in online revenue . '
 ' When have you been most motivated ? '
 ' When I have a specific project to complete , I like to know the specifics of a project from beginning to end . I like definite deadlines and I like to meet those deadlines . I expect some deviation from the original plan , but I try to stay focused and not let myself drift too far . I have great attention to detail and like to take my time and do it right the first time . '
 ' Why did you leave your last position ? '
 "" I've set some goals for myself and my career , and unfortunately I'm at a standstill in my current situation . I have begun to explore options available before I spend too much time in a job where I can't advance . My goal is to continue to take on new responsibilities and be a key contributor to the success of an online venture . ""
 ' What are your salary expectations ? '
 "" I really need more information about the job before we start to discuss salary . I'd like to postpone that discussion until later . ""
 ' Do you have any questions ? '
 ' Yes , I do . Who are your financial backers ? Who are the key competitors ? Does the company have a plan for the IPO ? What would you say is the best thing about your product or service ? ']",[3 1 2 1 2 1 2 1 2 1 2 1 2 1 2 2],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
